test_id,operator,technology,circle,download_speed,upload_speed,signal_strength,latency_ms,test_date,latitude,longitude
TEST_000260,vi,4G,Chennai,19.13,2.32,-87.97,35.51,2026-04-02,9.461034,81.456538
TEST_000261,vi,4G,Hyderabad,14.32,5.68,-93.78,37.14,2026-05-06,31.832649,75.981764
TEST_000262,airtel,5G,Bangalore,115.45,26.23,-91.85,37.75,2026-05-05,12.125762,80.249232
TEST_000263,airtel,5G,Chennai,87.88,23.82,-94.58,53.39,2026-03-04,19.617113,79.100711
TEST_000264,jio,5G,Hyderabad,86.52,20.15,-76.62,53.78,2026-03-11,18.497555,68.789251
TEST_000265,vi,5G,Delhi,67.08,14.87,-71.93,60.3,2026-03-19,11.852788,76.032623
TEST_000266,vi,4G,Ahmedabad,25.11,6.36,-60.1,46.21,2026-05-30,21.135084,85.229751
TEST_000267,jio,5G,Delhi,67.43,22.23,-82.55,35.93,2026-03-28,31.378967,83.366519
TEST_000268,vi,5G,Lucknow,48.27,15.39,-88.84,90.86,2026-03-15,29.732834,74.653926
TEST_000269,jio,4G,Delhi,28.18,5.52,-91.35,58.39,2026-04-23,25.890649,85.438696
TEST_000270,jio,5G,Delhi,84.38,41.07,-64.27,38.89,2026-05-16,23.009506,85.694738
TEST_000271,jio,4G,Lucknow,28.27,5.29,-78.23,52.1,2026-04-07,20.018689,85.214668
TEST_000272,vi,5G,Chennai,55.37,8.99,-80.21,55.36,2026-03-24,26.602396,70.397191
TEST_000273,jio,4G,Hyderabad,29.85,3.53,-95.82,41.96,2026-04-19,32.45328,69.218964
TEST_000274,airtel,5G,Pune,80.05,28.91,-64.79,45.0,2026-03-03,17.998629,69.891668
TEST_000275,vi,4G,Chennai,15.52,3.06,-91.87,48.46,2026-05-14,28.585236,77.310521
TEST_000276,airtel,5G,Mumbai,108.22,31.11,-92.51,53.87,2026-05-22,12.902496,89.815993
TEST_000277,vi,5G,Ahmedabad,67.12,19.75,-88.5,45.17,2026-05-20,13.103784,71.775872
TEST_000278,jio,5G,Ahmedabad,98.86,22.22,-75.74,41.68,2026-03-26,9.226576,73.585155
TEST_000279,airtel,5G,Mumbai,10.91,14.37,-81.17,42.44,2026-05-05,19.150274,90.83137
TEST_000280,airtel,4G,Ahmedabad,13.46,9.44,-90.61,87.51,2026-05-22,13.350896,77.995277
TEST_000281,vi,5G,Mumbai,66.24,9.6,-88.27,36.15,2026-04-04,11.4853,78.304537
TEST_000282,vi,5G,Pune,61.38,11.07,-73.04,43.46,2026-04-19,17.493026,73.230882
TEST_000283,airtel,5G,Ahmedabad,63.89,26.28,-101.7,53.4,2026-03-11,28.358277,70.209956
TEST_000284,jio,5G,Lucknow,76.11,22.38,-88.86,62.88,2026-04-11,10.872741,77.181757
TEST_000285,airtel,5G,Kolkata,121.73,24.39,-69.42,65.41,2026-05-17,28.094562,72.666054
TEST_000286,airtel,5G,Ahmedabad,69.17,20.7,-85.86,46.36,2026-03-06,28.350803,93.525002
TEST_000287,airtel,5G,Lucknow,74.16,21.14,-97.42,75.74,2026-05-21,35.440764,94.541323
TEST_000288,vi,5G,Delhi,61.42,7.21,-74.0,44.1,2026-04-16,22.366409,88.997144
TEST_000289,jio,4G,Bangalore,27.6,2.96,-60.0,51.49,2026-05-17,26.986488,80.268839
TEST_000290,jio,4G,Bangalore,33.31,5.5,-77.65,87.55,2026-05-22,18.257197,78.719923
TEST_000291,jio,4G,Lucknow,17.1,8.66,-92.81,43.8,2026-05-26,20.597832,78.387006
TEST_000292,jio,4G,Ahmedabad,23.57,8.52,-74.56,78.4,2026-05-07,18.274599,76.802792
TEST_000293,jio,4G,Kolkata,28.72,7.93,-60.96,49.43,2026-03-04,28.598896,81.973231
TEST_000294,vi,4G,Pune,19.09,7.89,-71.73,38.64,2026-04-03,29.699006,87.713059
TEST_000295,vi,5G,Chennai,81.37,12.12,-65.43,50.8,2026-05-28,33.661409,81.753605
TEST_000296,jio,4G,Delhi,27.27,6.19,-85.77,65.69,2026-04-27,12.834378,87.974357
TEST_000297,vi,5G,Delhi,65.92,19.84,-67.78,55.12,2026-05-25,17.727908,69.818294
TEST_000298,airtel,5G,Jaipur,69.51,28.36,-70.73,59.74,2026-03-21,27.930655,93.965085
TEST_000299,airtel,4G,Bangalore,13.9,8.52,-77.38,43.58,2026-03-16,35.583711,90.177839
TEST_000300,airtel,4G,Chennai,21.01,7.26,-87.08,40.89,2026-04-16,23.5126,78.329513
TEST_000301,jio,4G,Jaipur,25.12,4.93,-104.72,52.83,2026-03-09,16.66014,95.988661
TEST_000302,vi,5G,Ahmedabad,42.15,6.37,-92.67,38.87,2026-04-22,31.053503,70.06502
TEST_000303,vi,4G,Hyderabad,10.86,6.31,-93.4,51.55,2026-04-27,21.04333,82.48608
TEST_000304,vi,4G,Bangalore,14.28,10.05,-73.22,45.98,2026-03-17,20.113312,93.499944
TEST_000305,jio,4G,Mumbai,22.56,6.91,-85.24,41.26,2026-04-08,12.610398,77.034501
TEST_000306,airtel,5G,Chennai,43.73,11.14,-72.73,49.04,2026-03-11,15.016949,85.781599
TEST_000307,airtel,4G,Jaipur,38.1,8.43,-78.09,53.99,2026-05-20,16.479089,82.937385
TEST_000308,vi,4G,Jaipur,22.1,6.51,-83.75,35.93,2026-05-15,34.364996,72.317439
TEST_000309,vi,5G,Lucknow,58.87,16.98,-78.36,36.6,2026-05-12,9.15344,92.185873
TEST_000310,jio,5G,Delhi,41.83,24.26,-96.86,59.37,2026-05-23,13.902635,84.019842
TEST_000311,vi,4G,Lucknow,12.04,2.56,-80.24,49.14,2026-05-03,32.891913,83.27617
TEST_000312,airtel,4G,Kolkata,15.47,8.98,-96.79,38.0,2026-05-27,19.370591,80.699236
TEST_000313,jio,5G,Mumbai,79.27,17.73,-78.39,46.17,2026-04-23,21.559032,73.712644
TEST_000314,jio,5G,Lucknow,69.67,27.4,-104.12,84.42,2026-04-10,28.557593,92.101766
TEST_000315,jio,5G,Pune,96.23,35.48,-85.9,46.99,2026-05-05,23.726234,76.935245
TEST_000316,jio,5G,Ahmedabad,88.19,21.78,-83.53,60.65,2026-04-27,14.941729,70.710726
TEST_000317,airtel,5G,Kolkata,87.22,20.13,-80.19,38.57,2026-04-01,34.955204,93.264703
TEST_000318,vi,5G,Hyderabad,34.75,27.45,-99.93,57.75,2026-03-25,29.367399,81.951435
TEST_000319,airtel,5G,Jaipur,59.41,27.3,-91.73,43.27,2026-04-09,21.926368,70.521375
TEST_000320,vi,5G,Pune,47.88,19.51,-95.02,48.25,2026-03-31,14.024044,77.881062
TEST_000321,airtel,5G,Mumbai,123.27,25.46,-93.82,64.79,2026-05-16,32.705505,86.319281
TEST_000322,airtel,4G,Ahmedabad,20.78,6.73,-84.47,49.01,2026-03-14,20.065978,92.70876
TEST_000323,airtel,5G,Hyderabad,71.69,11.86,-81.79,42.44,2026-03-06,19.216285,83.967886
TEST_000324,airtel,5G,Chennai,73.01,39.03,-94.64,43.38,2026-03-10,18.817767,80.609923
TEST_000325,airtel,4G,Jaipur,32.82,9.05,-71.75,106.09,2026-03-17,35.302319,79.029304
TEST_000326,vi,5G,Hyderabad,70.24,26.79,-89.55,36.34,2026-03-19,13.573621,82.25543
TEST_000327,jio,4G,Jaipur,23.47,5.36,-93.54,41.58,2026-03-05,11.837018,77.32514
TEST_000328,vi,5G,Ahmedabad,60.61,13.84,-82.19,66.81,2026-03-20,24.975295,82.434161
TEST_000329,vi,5G,Hyderabad,31.99,20.5,-60.0,40.88,2026-03-21,19.002728,85.262014
TEST_000330,vi,5G,Kolkata,82.1,11.47,-64.93,44.39,2026-05-04,31.192103,82.905515
TEST_000331,airtel,5G,Lucknow,84.43,22.64,-93.17,82.42,2026-03-03,18.314019,86.866579
TEST_000332,vi,5G,Pune,69.7,13.03,-82.97,36.53,2026-05-28,25.619293,84.713469
TEST_000333,vi,4G,Kolkata,10.37,8.85,-88.68,41.41,2026-03-07,24.338652,72.774338
TEST_000334,airtel,4G,Lucknow,29.2,8.28,-98.11,108.36,2026-05-27,14.781504,84.031968
TEST_000335,jio,4G,Delhi,22.63,8.18,-75.64,62.68,2026-04-26,16.78339,72.240075
TEST_000336,airtel,5G,Chennai,127.18,24.6,-82.7,37.05,2026-03-08,27.761707,82.52313
TEST_000337,airtel,5G,Jaipur,68.04,25.32,-78.01,53.5,2026-05-07,18.551094,94.787194
TEST_000338,vi,5G,Ahmedabad,45.85,10.81,-107.03,42.59,2026-05-09,17.920036,89.615714
TEST_000339,vi,5G,Kolkata,69.14,29.64,-98.58,45.88,2026-03-25,34.805447,75.812179
TEST_000340,jio,5G,Kolkata,84.85,31.29,-84.02,42.19,2026-04-06,27.737226,87.326718
TEST_000341,airtel,5G,Ahmedabad,72.77,25.75,-77.8,40.45,2026-04-14,23.693653,94.165591
TEST_000342,airtel,4G,Kolkata,20.85,5.41,-78.56,41.37,2026-05-13,26.945423,78.631437
TEST_000343,airtel,4G,Pune,16.07,7.11,-82.95,60.93,2026-04-07,9.177862,94.748784
TEST_000344,airtel,5G,Delhi,74.44,27.4,-68.32,37.88,2026-05-23,15.180431,81.414219
TEST_000345,vi,5G,Chennai,70.04,4.36,-84.23,37.37,2026-05-11,27.492796,71.843643
TEST_000346,vi,4G,Lucknow,14.71,5.66,-84.32,85.64,2026-04-01,9.421432,93.345157
TEST_000347,vi,4G,Chennai,20.86,2.76,-92.76,45.58,2026-03-07,10.805543,77.248221
TEST_000348,jio,4G,Ahmedabad,17.95,7.65,-99.52,49.5,2026-03-01,35.006525,95.3815
TEST_000349,airtel,5G,Bangalore,88.5,15.62,-79.99,35.95,2026-05-01,26.215083,89.16551
TEST_000350,airtel,5G,Kolkata,70.2,31.84,-83.22,96.73,2026-05-22,9.656552,89.5243
TEST_000351,jio,4G,Lucknow,22.47,6.65,-89.93,36.94,2026-03-23,19.70078,91.452937
TEST_000352,airtel,5G,Mumbai,61.2,20.0,-89.66,45.68,2026-03-24,34.225045,94.939679
TEST_000353,jio,4G,Kolkata,26.28,4.32,-74.05,49.67,2026-04-08,23.902932,71.004419
TEST_000354,airtel,5G,Hyderabad,17.54,28.17,-101.4,41.88,2026-05-22,23.212414,81.829548
TEST_000355,vi,5G,Bangalore,55.95,24.52,-88.8,54.84,2026-04-04,13.398719,71.154109
TEST_000356,vi,5G,Bangalore,49.62,4.01,-91.55,46.5,2026-05-22,15.203417,73.213574
TEST_000357,airtel,4G,Hyderabad,24.59,4.91,-85.37,46.91,2026-03-23,25.106726,85.884322
TEST_000358,airtel,5G,Pune,101.92,20.95,-85.33,37.44,2026-03-12,19.223331,70.670783
TEST_000359,airtel,5G,Bangalore,54.0,29.71,-95.35,44.69,2026-04-01,8.191243,78.740083
TEST_000360,airtel,5G,Ahmedabad,44.13,11.35,-67.35,68.4,2026-04-08,24.308901,84.040566
TEST_000361,vi,5G,Kolkata,56.23,24.17,-98.45,43.63,2026-05-28,14.616472,86.698011
TEST_000362,airtel,4G,Ahmedabad,26.47,5.98,-60.0,51.15,2026-04-21,27.210061,93.846968
TEST_000363,vi,4G,Kolkata,14.73,6.5,-75.41,49.28,2026-05-21,33.651651,76.261053
TEST_000364,jio,4G,Lucknow,25.24,6.19,-79.48,45.77,2026-03-18,21.389093,80.739403
TEST_000365,airtel,5G,Lucknow,59.75,20.49,-83.92,36.33,2026-05-29,23.378566,81.183186
TEST_000366,vi,4G,Jaipur,16.03,6.33,-101.17,41.45,2026-04-01,27.049574,84.682805
TEST_000367,vi,5G,Delhi,42.51,21.67,-71.11,38.07,2026-05-07,27.705452,70.186876
TEST_000368,jio,4G,Lucknow,33.89,9.73,-73.05,49.7,2026-05-10,33.280868,73.66039
TEST_000369,jio,4G,Jaipur,19.32,4.99,-91.03,36.94,2026-04-11,31.925608,80.371535
TEST_000370,vi,5G,Chennai,83.91,21.0,-79.53,35.64,2026-03-12,33.168902,80.473515
TEST_000371,airtel,4G,Mumbai,36.29,10.06,-63.41,55.68,2026-05-05,19.631888,83.789513
TEST_000372,airtel,5G,Jaipur,87.11,29.08,-89.38,74.48,2026-03-03,19.086564,90.86069
TEST_000373,vi,4G,Chennai,13.47,4.93,-100.38,43.49,2026-03-06,19.863527,87.610777
TEST_000374,jio,4G,Jaipur,40.42,5.35,-87.66,67.7,2026-04-30,8.888576,79.448274
TEST_000375,vi,5G,Bangalore,55.02,10.76,-74.04,60.39,2026-04-17,35.799985,78.709429
TEST_000376,airtel,4G,Pune,20.9,7.59,-87.98,62.68,2026-05-27,34.996043,92.487504
TEST_000377,vi,5G,Bangalore,88.93,22.8,-76.19,51.01,2026-03-16,12.997262,83.043238
TEST_000378,jio,4G,Jaipur,26.36,4.89,-80.2,60.54,2026-03-01,29.173024,95.397739
TEST_000379,vi,5G,Ahmedabad,48.28,18.16,-102.9,62.55,2026-05-08,18.619741,74.430594
TEST_000380,airtel,4G,Ahmedabad,24.04,10.57,-82.11,40.3,2026-04-05,13.277453,92.505829
TEST_000381,jio,5G,Delhi,151.34,38.59,-77.52,65.99,2026-05-18,29.449497,92.745185
TEST_000382,jio,4G,Mumbai,34.67,9.62,-86.66,35.14,2026-03-09,10.825108,68.940136
TEST_000383,vi,4G,Lucknow,11.39,7.49,-96.12,107.07,2026-04-01,28.73515,79.26343
TEST_000384,vi,4G,Chennai,16.87,4.47,-91.97,47.15,2026-03-08,11.923796,95.817536
TEST_000385,vi,5G,Chennai,70.59,21.89,-67.64,38.12,2026-05-13,24.741695,86.830893
TEST_000386,jio,5G,Hyderabad,115.51,20.43,-86.61,56.47,2026-03-19,35.599476,82.59503
TEST_000387,airtel,5G,Pune,75.33,12.43,-98.28,37.42,2026-03-08,23.588107,84.566679
TEST_000388,vi,5G,Bangalore,73.0,15.99,-64.28,67.6,2026-05-11,21.877382,95.224127
TEST_000389,vi,5G,Pune,52.81,8.83,-67.51,42.98,2026-05-29,19.65709,72.178093
TEST_000390,jio,5G,Pune,46.1,34.47,-91.62,50.42,2026-03-31,31.781546,76.42062
TEST_000391,airtel,4G,Bangalore,38.88,7.27,-93.26,47.37,2026-05-11,19.55497,79.66222
TEST_000392,jio,5G,Jaipur,137.57,34.06,-72.71,39.72,2026-04-01,15.139878,77.247364
TEST_000393,airtel,5G,Delhi,88.33,21.95,-69.25,36.2,2026-03-12,22.997795,91.223376
TEST_000394,airtel,5G,Mumbai,71.17,19.01,-76.64,58.31,2026-05-26,24.939144,69.107332
TEST_000395,jio,4G,Delhi,32.16,1.34,-75.39,37.39,2026-05-01,13.848894,93.396919
TEST_000396,jio,4G,Kolkata,19.62,3.52,-85.99,48.68,2026-03-25,34.938172,71.284854
TEST_000397,jio,4G,Ahmedabad,24.09,8.46,-78.08,43.2,2026-04-20,33.623541,83.45822
TEST_000398,airtel,5G,Kolkata,102.47,25.84,-87.72,62.47,2026-05-08,26.164198,76.635824
TEST_000399,vi,5G,Hyderabad,42.73,24.47,-108.25,48.29,2026-04-29,10.76103,95.476917
TEST_000400,airtel,4G,Ahmedabad,18.77,4.65,-83.31,40.32,2026-04-17,16.761817,69.280033
TEST_000401,vi,4G,Chennai,8.45,7.86,-87.34,62.67,2026-03-03,15.301675,94.173231
TEST_000402,vi,5G,Lucknow,69.24,15.12,-99.04,37.15,2026-04-07,12.267519,77.236228
TEST_000403,vi,4G,Pune,2.49,6.37,-89.54,45.29,2026-05-03,23.417991,94.417007
TEST_000404,airtel,5G,Hyderabad,112.38,18.98,-92.23,49.13,2026-05-22,28.708635,80.903212
TEST_000405,jio,4G,Hyderabad,28.52,8.95,-91.88,51.05,2026-05-09,21.672857,93.673183
TEST_000406,vi,4G,Jaipur,17.46,5.63,-95.54,70.51,2026-05-07,8.947065,91.707527
TEST_000407,jio,5G,Mumbai,63.91,18.7,-96.07,56.37,2026-03-18,31.591252,74.480135
TEST_000408,jio,4G,Bangalore,36.2,7.35,-85.26,35.51,2026-05-04,20.76827,69.692603
TEST_000409,airtel,5G,Lucknow,58.19,22.67,-98.57,42.94,2026-03-03,8.185146,83.44602
TEST_000410,jio,5G,Mumbai,103.79,22.89,-84.2,76.43,2026-05-08,35.369422,68.479993
TEST_000411,jio,4G,Pune,28.87,7.74,-92.25,39.52,2026-03-13,22.682791,74.747127
TEST_000412,vi,5G,Lucknow,74.3,11.23,-81.48,44.35,2026-04-15,15.485093,79.1131
TEST_000413,airtel,5G,Hyderabad,44.48,22.53,-80.83,41.45,2026-05-12,14.809821,87.522617
TEST_000414,vi,4G,Kolkata,14.03,4.54,-82.59,46.12,2026-05-23,35.766892,86.197045
TEST_000415,jio,5G,Mumbai,114.29,22.78,-83.17,53.46,2026-04-18,18.560748,81.328143
TEST_000416,vi,4G,Mumbai,13.53,6.16,-97.87,37.72,2026-03-11,21.996035,80.14947
TEST_000417,vi,4G,Hyderabad,2.22,5.19,-60.88,42.96,2026-05-07,33.736262,74.433462
TEST_000418,airtel,5G,Lucknow,88.93,35.58,-84.75,59.63,2026-03-06,33.876459,87.164005
TEST_000419,vi,4G,Kolkata,14.07,4.83,-85.71,58.15,2026-03-23,34.005458,76.805571
TEST_000420,vi,4G,Chennai,14.51,4.56,-90.79,56.21,2026-04-20,34.008498,76.379753
TEST_000421,jio,5G,Lucknow,60.69,14.15,-83.86,66.54,2026-05-26,33.102721,77.288436
TEST_000422,vi,4G,Bangalore,16.42,3.19,-74.4,46.61,2026-05-04,28.872784,77.684066
TEST_000423,airtel,4G,Delhi,21.49,4.96,-85.06,51.04,2026-03-10,17.536597,89.532158
TEST_000424,airtel,5G,Lucknow,65.41,29.58,-83.64,40.08,2026-03-04,25.755443,89.939348
TEST_000425,airtel,4G,Ahmedabad,12.51,7.76,-68.58,50.1,2026-04-15,23.485056,78.511956
TEST_000426,vi,5G,Bangalore,51.95,24.92,-84.19,37.58,2026-03-11,29.620687,76.270625
TEST_000427,vi,4G,Chennai,22.6,7.77,-77.12,40.71,2026-03-11,15.503217,78.64
TEST_000428,vi,5G,Bangalore,53.97,15.82,-96.46,43.71,2026-04-10,18.099606,70.562572
TEST_000429,airtel,5G,Kolkata,84.53,17.14,-82.56,67.11,2026-04-04,10.86248,70.444323
TEST_000430,airtel,5G,Pune,75.54,31.32,-85.96,97.13,2026-03-14,8.735333,77.9096
TEST_000431,vi,5G,Delhi,68.14,24.2,-67.81,37.72,2026-04-19,8.345537,79.586682
TEST_000432,vi,4G,Delhi,16.99,7.77,-70.75,54.06,2026-05-13,22.590927,87.188848
TEST_000433,jio,5G,Bangalore,151.03,18.96,-77.84,64.3,2026-04-08,15.51539,72.086175
TEST_000434,airtel,5G,Bangalore,78.79,30.7,-97.08,44.56,2026-04-23,16.393063,89.914665
TEST_000435,airtel,4G,Hyderabad,29.52,6.65,-69.33,41.64,2026-05-20,21.882468,85.266726
TEST_000436,jio,4G,Ahmedabad,34.73,7.95,-96.99,53.67,2026-04-08,8.189486,79.079375
TEST_000437,airtel,5G,Lucknow,63.64,18.27,-89.93,41.41,2026-04-26,17.372614,90.833313
TEST_000438,jio,5G,Lucknow,126.19,22.58,-70.39,41.52,2026-04-11,24.889916,87.468184
TEST_000439,airtel,4G,Ahmedabad,32.04,6.78,-70.3,93.02,2026-04-20,35.124306,76.160548
TEST_000440,vi,4G,Ahmedabad,13.12,6.58,-99.15,52.39,2026-04-11,18.529548,90.861846
TEST_000441,airtel,4G,Pune,29.84,6.16,-78.71,62.21,2026-05-12,13.594401,95.923418
TEST_000442,vi,4G,Bangalore,22.71,3.58,-83.48,40.46,2026-04-29,34.403298,73.870155
TEST_000443,vi,4G,Kolkata,28.47,7.85,-100.8,76.78,2026-04-22,26.843374,71.897015
TEST_000444,jio,5G,Kolkata,93.94,28.67,-77.38,39.52,2026-05-24,12.316011,79.847583
TEST_000445,jio,5G,Pune,113.3,27.05,-77.2,47.33,2026-05-16,21.418572,79.222543
TEST_000446,vi,5G,Jaipur,57.61,12.74,-71.72,46.87,2026-05-09,9.029425,95.115985
TEST_000447,vi,4G,Jaipur,17.35,6.46,-85.76,36.76,2026-03-14,29.530713,86.412846
TEST_000448,jio,4G,Hyderabad,20.99,7.78,-81.02,39.93,2026-05-12,35.54103,86.969213
TEST_000449,airtel,5G,Pune,79.29,19.13,-75.99,71.25,2026-03-14,8.295338,75.244674
TEST_000450,vi,4G,Jaipur,21.99,7.11,-96.23,61.53,2026-04-27,18.475348,80.96577
TEST_000451,vi,4G,Lucknow,23.86,7.19,-89.64,36.79,2026-04-14,35.935676,81.51759
TEST_000452,airtel,4G,Kolkata,24.42,10.86,-87.68,35.19,2026-03-15,31.276897,88.44422
TEST_000453,airtel,5G,Hyderabad,67.14,9.56,-88.56,48.68,2026-04-28,29.95956,82.591215
TEST_000454,airtel,4G,Hyderabad,15.05,4.76,-73.6,68.43,2026-04-26,28.21583,80.668521
TEST_000455,airtel,4G,Delhi,33.29,8.54,-92.79,35.53,2026-05-30,11.222387,91.77704
TEST_000456,vi,4G,Delhi,18.38,8.09,-96.13,36.48,2026-04-01,22.447829,83.453488
TEST_000457,vi,5G,Hyderabad,64.29,19.43,-77.3,61.52,2026-04-29,14.491955,79.341328
TEST_000458,jio,5G,Bangalore,89.83,32.51,-117.44,40.72,2026-04-20,8.817384,85.194994
TEST_000459,airtel,5G,Chennai,90.25,31.73,-89.22,48.82,2026-04-19,8.124601,74.014291
TEST_000460,vi,4G,Kolkata,17.26,7.72,-65.65,48.44,2026-05-13,10.849057,92.415421
TEST_000461,airtel,5G,Bangalore,104.59,15.3,-75.61,45.77,2026-03-26,20.811412,75.345895
TEST_000462,vi,5G,Ahmedabad,55.57,13.45,-60.0,80.1,2026-05-16,18.881899,78.991232
TEST_000463,airtel,5G,Delhi,71.04,31.76,-77.67,45.59,2026-04-28,25.286155,90.784671
TEST_000464,vi,4G,Kolkata,14.64,6.35,-93.91,44.59,2026-05-26,11.750538,71.300126
TEST_000465,jio,4G,Kolkata,15.1,7.47,-109.81,38.27,2026-04-17,27.416223,82.303096
TEST_000466,vi,4G,Pune,9.87,7.37,-84.01,35.08,2026-05-13,18.743879,73.201104
TEST_000467,vi,4G,Jaipur,10.13,7.95,-91.93,47.73,2026-05-11,12.672235,76.087374
TEST_000468,airtel,5G,Bangalore,32.81,22.76,-86.92,36.37,2026-05-19,9.501115,78.053097
TEST_000469,airtel,4G,Mumbai,26.43,5.14,-81.78,41.35,2026-03-25,30.826046,94.987215
TEST_000470,vi,5G,Jaipur,79.37,18.12,-62.19,109.04,2026-04-22,27.171507,79.637652
TEST_000471,airtel,4G,Ahmedabad,21.6,6.16,-92.83,42.53,2026-03-11,23.831138,90.284665
TEST_000472,airtel,4G,Chennai,10.1,3.67,-81.79,49.04,2026-04-05,14.295616,76.082769
TEST_000473,vi,5G,Ahmedabad,69.16,22.97,-91.51,81.54,2026-05-10,22.302567,84.035994
TEST_000474,vi,5G,Kolkata,51.3,18.79,-65.65,36.82,2026-05-09,31.033106,69.165095
TEST_000475,vi,4G,Ahmedabad,22.84,4.5,-111.51,41.91,2026-04-24,10.86766,91.24198
TEST_000476,airtel,4G,Chennai,20.61,4.93,-86.58,36.25,2026-04-27,15.358826,92.14159
TEST_000477,airtel,4G,Delhi,22.51,8.08,-87.02,51.57,2026-03-31,13.876589,88.653163
TEST_000478,vi,5G,Hyderabad,40.37,25.62,-86.18,50.16,2026-03-22,25.252234,89.975781
TEST_000479,jio,5G,Chennai,85.48,26.55,-75.89,66.04,2026-05-08,15.870381,83.085519
TEST_000480,vi,5G,Hyderabad,48.98,19.95,-98.72,35.18,2026-04-07,24.036596,94.667126
TEST_000481,vi,4G,Jaipur,18.59,2.95,-92.75,44.98,2026-03-18,34.957616,89.999349
TEST_000482,airtel,4G,Mumbai,18.38,7.19,-83.08,41.3,2026-05-29,32.250206,74.990963
TEST_000483,jio,5G,Hyderabad,58.79,31.42,-69.55,63.02,2026-05-02,11.980806,85.707256
TEST_000484,airtel,5G,Pune,60.46,33.72,-99.32,40.49,2026-03-10,25.741577,92.643502
TEST_000485,airtel,5G,Delhi,95.68,20.25,-67.8,59.02,2026-05-28,34.217411,78.333993
TEST_000486,airtel,4G,Ahmedabad,23.91,7.55,-86.61,40.76,2026-03-12,28.466094,80.836579
TEST_000487,jio,5G,Hyderabad,105.68,11.23,-70.95,48.78,2026-03-28,35.1076,91.095734
TEST_000488,airtel,5G,Ahmedabad,98.23,29.44,-98.09,43.45,2026-04-06,17.457144,84.182142
TEST_000489,airtel,5G,Lucknow,65.76,15.63,-90.16,35.39,2026-05-27,29.343113,69.286402
TEST_000490,jio,4G,Ahmedabad,34.83,11.35,-91.75,42.91,2026-03-21,20.356007,68.018926
TEST_000491,jio,4G,Pune,23.43,10.66,-99.2,48.96,2026-05-23,16.452234,92.483854
TEST_000492,jio,5G,Kolkata,53.52,20.56,-85.32,52.48,2026-04-02,10.307775,86.606247
TEST_000493,jio,5G,Bangalore,92.14,24.66,-98.76,35.42,2026-05-20,16.554259,87.584358
TEST_000494,airtel,4G,Chennai,25.61,7.01,-90.24,35.47,2026-05-30,10.665143,73.975793
TEST_000495,jio,4G,Delhi,24.18,5.36,-89.34,35.35,2026-05-06,27.039516,68.260035
TEST_000496,jio,5G,Hyderabad,78.4,36.99,-78.27,36.85,2026-05-28,11.700904,69.983193
TEST_000497,jio,4G,Pune,22.78,7.78,-82.25,67.89,2026-03-14,16.773841,92.667692
TEST_000498,airtel,4G,Bangalore,29.74,7.78,-86.29,42.3,2026-05-22,35.802324,71.999886
TEST_000499,vi,4G,Jaipur,20.42,6.95,-109.47,37.51,2026-05-18,26.200566,80.322784
TEST_000500,vi,4G,Chennai,27.36,10.02,-77.34,43.71,2026-04-22,25.250128,80.386748
TEST_000501,jio,4G,Chennai,28.76,5.45,-95.48,38.25,2026-03-18,29.068478,84.50807
TEST_000502,airtel,5G,Pune,71.22,18.88,-108.75,48.03,2026-04-10,30.150147,74.938018
TEST_000503,jio,5G,Delhi,104.07,23.71,-98.3,49.76,2026-05-28,8.751083,91.717961
TEST_000504,jio,4G,Kolkata,6.02,7.31,-71.79,49.54,2026-04-20,16.275177,69.527936
TEST_000505,airtel,5G,Chennai,119.06,19.04,-100.31,35.6,2026-03-15,14.750289,85.866305
TEST_000506,vi,4G,Delhi,32.28,3.29,-81.96,46.43,2026-04-16,34.149883,71.695521
TEST_000507,airtel,5G,Lucknow,85.52,19.61,-81.64,58.71,2026-05-09,27.122377,89.356326
TEST_000508,jio,4G,Delhi,29.66,7.11,-80.47,44.91,2026-03-02,15.341188,69.115152
TEST_000509,airtel,5G,Mumbai,74.34,23.68,-72.45,42.06,2026-05-20,27.953614,89.47908
TEST_000510,vi,5G,Pune,43.7,14.47,-92.15,45.74,2026-03-11,25.935044,83.05435
TEST_000511,airtel,4G,Bangalore,31.07,12.7,-88.24,65.1,2026-04-09,10.212604,93.785896
TEST_000512,vi,5G,Bangalore,59.01,19.54,-78.75,47.78,2026-04-20,24.420241,89.370276
TEST_000513,airtel,5G,Delhi,89.52,29.69,-87.45,68.54,2026-03-31,9.621366,70.413958
TEST_000514,jio,5G,Pune,100.14,2.95,-77.13,35.29,2026-05-18,25.047307,76.660122
TEST_000515,jio,4G,Bangalore,26.46,12.7,-87.9,54.24,2026-05-30,11.84193,68.317817
TEST_000516,airtel,5G,Ahmedabad,57.61,24.69,-96.66,59.48,2026-03-22,18.412344,88.993739
TEST_000517,vi,4G,Kolkata,10.55,4.39,-93.21,82.36,2026-03-04,17.380309,80.021088
TEST_000518,jio,5G,Jaipur,109.3,28.85,-76.3,55.23,2026-05-13,25.570919,81.892132
TEST_000519,airtel,4G,Jaipur,25.41,7.88,-92.13,56.98,2026-05-03,32.062074,72.672679
TEST_000520,airtel,4G,Bangalore,29.85,8.49,-80.78,36.39,2026-05-13,26.875372,71.229341
