test_id,operator,technology,circle,download_speed,upload_speed,signal_strength,latency_ms,test_date,latitude,longitude,quality_score
TEST_002695,airtel,5G,Mumbai,88.92,15.3,-85.36,36.32,2026-05-25,12.558582,81.234489,90.5
TEST_002702,airtel,4G,Mumbai,22.07,5.55,-88.73,43.34,2026-04-20,13.361681,69.84955,62.46
TEST_002703,airtel,5G,Mumbai,84.06,21.28,-76.93,41.66,2026-03-24,30.750527,80.978111,87.69
TEST_002727,jio,4G,Mumbai,17.67,7.38,-70.86,50.52,2026-04-04,35.024023,71.174381,61.81
TEST_002739,airtel,5G,Mumbai,53.22,26.89,-73.54,50.12,2026-03-11,11.754229,70.687366,76.22
TEST_002752,jio,4G,Mumbai,30.38,5.94,-90.64,40.29,2026-03-13,34.571547,84.472519,67.15
TEST_002795,airtel,4G,Mumbai,21.0,8.9,-83.17,87.56,2026-04-22,32.849112,70.802619,42.77
TEST_002809,jio,5G,Mumbai,92.51,23.08,-74.37,47.88,2026-04-07,18.514732,82.992537,85.11
TEST_002819,vi,4G,Mumbai,25.85,5.56,-94.18,53.51,2026-03-11,17.029905,89.211639,53.07
TEST_002827,vi,4G,Mumbai,13.41,4.76,-101.42,59.14,2026-03-01,26.537039,92.802198,44.16
TEST_002835,jio,5G,Mumbai,46.28,24.45,-84.13,35.45,2026-04-02,31.37715,71.479405,86.01
TEST_002845,jio,5G,Mumbai,60.99,24.86,-91.29,40.31,2026-03-30,28.191476,78.333333,80.59
TEST_002847,vi,4G,Mumbai,11.92,8.26,-69.98,63.25,2026-04-30,18.563592,79.513366,53.45
TEST_002851,airtel,4G,Mumbai,30.9,5.89,-62.17,39.15,2026-03-27,33.661605,73.850241,78.11
TEST_002857,vi,4G,Mumbai,20.38,5.79,-73.22,40.68,2026-03-11,33.707651,85.132505,70.22
TEST_002860,jio,4G,Mumbai,20.2,9.22,-93.56,79.02,2026-04-12,29.801724,71.13641,41.65
TEST_002872,vi,4G,Mumbai,16.89,5.3,-94.76,38.21,2026-03-15,28.897602,79.942448,65.11
TEST_002873,jio,4G,Mumbai,19.23,3.64,-75.52,60.75,2026-03-08,22.567184,73.689102,52.82
TEST_002880,vi,5G,Mumbai,51.33,19.31,-74.61,39.33,2026-03-25,17.59306,74.647919,83.16
TEST_002883,vi,4G,Mumbai,20.83,5.51,-96.7,39.75,2026-05-04,18.310799,83.80493,63.49
TEST_002892,airtel,4G,Mumbai,15.1,6.56,-89.88,46.36,2026-05-11,21.243371,79.143826,58.01
TEST_002896,airtel,4G,Mumbai,28.06,9.54,-92.74,49.44,2026-04-14,34.880575,92.843916,58.45
TEST_002908,vi,5G,Mumbai,58.25,22.21,-92.14,47.24,2026-03-11,16.204968,84.982943,71.78
TEST_002934,airtel,4G,Mumbai,25.24,7.69,-85.74,59.04,2026-05-13,29.007594,94.873487,53.14
TEST_002935,airtel,5G,Mumbai,78.68,23.5,-102.34,37.97,2026-04-21,27.060869,95.845095,83.26
TEST_002949,vi,5G,Mumbai,52.63,28.0,-88.56,40.54,2026-03-12,17.99426,73.013184,80.51
TEST_002958,jio,4G,Mumbai,32.53,9.32,-75.1,36.21,2026-03-22,15.828718,83.169563,79.34
TEST_002969,vi,5G,Mumbai,57.41,18.41,-106.23,37.89,2026-05-02,29.644091,76.044533,75.49
TEST_002979,airtel,4G,Mumbai,30.16,6.05,-82.6,64.48,2026-04-28,18.722107,82.817939,51.92
TEST_002997,jio,5G,Mumbai,73.31,27.93,-79.98,50.54,2026-05-05,35.574119,87.703161,78.61
TEST_003024,vi,4G,Mumbai,16.55,6.63,-111.16,42.66,2026-03-23,9.054399,69.245037,54.85
TEST_003028,jio,4G,Mumbai,22.09,9.98,-73.47,38.04,2026-03-03,15.787645,76.458899,75.28
TEST_003034,vi,5G,Mumbai,39.07,17.13,-90.57,38.05,2026-04-30,10.314139,87.229659,75.95
TEST_003053,jio,5G,Mumbai,108.3,13.91,-82.08,46.73,2026-03-07,19.828874,78.131032,83.72
TEST_003059,jio,4G,Mumbai,24.97,6.71,-79.3,35.56,2026-03-16,8.472084,78.16923,76.27
TEST_003086,vi,5G,Mumbai,58.24,8.91,-104.36,48.38,2026-05-22,31.243667,91.007927,61.92
TEST_003104,jio,5G,Mumbai,76.33,39.65,-99.71,35.12,2026-05-09,9.311025,81.280614,93.53
TEST_003121,airtel,4G,Mumbai,16.98,3.92,-85.42,37.67,2026-04-03,19.065279,72.237483,68.45
TEST_003126,airtel,5G,Mumbai,91.27,30.17,-98.42,45.39,2026-05-11,22.30922,79.217032,81.59
TEST_003127,jio,5G,Mumbai,105.96,28.03,-65.89,36.3,2026-04-05,29.013341,81.876575,105.43
TEST_003133,airtel,5G,Mumbai,70.2,23.26,-76.18,59.7,2026-05-10,12.072885,75.601961,71.63
TEST_003147,airtel,5G,Mumbai,53.02,9.26,-86.03,47.28,2026-04-18,27.107436,75.671208,67.92
TEST_003151,vi,5G,Mumbai,51.05,25.5,-61.58,35.54,2026-04-09,29.504151,95.013219,94.83
TEST_003197,vi,4G,Mumbai,7.09,10.0,-87.1,72.55,2026-03-22,12.079759,69.253899,43.37
TEST_003200,vi,5G,Mumbai,57.3,24.01,-79.44,52.06,2026-04-19,11.407676,83.336749,72.69
TEST_003206,airtel,5G,Mumbai,119.09,24.07,-97.52,62.94,2026-03-24,8.098233,90.886353,74.04
TEST_003208,airtel,5G,Mumbai,48.99,14.68,-80.59,67.18,2026-05-25,18.918153,75.522831,58.71
TEST_003215,vi,4G,Mumbai,17.54,6.09,-99.74,48.64,2026-05-09,20.136573,83.551782,53.16
TEST_003232,jio,5G,Mumbai,63.06,24.46,-86.88,44.35,2026-03-29,33.909542,93.15734,78.07
TEST_003240,vi,4G,Mumbai,24.01,5.01,-103.08,59.0,2026-04-29,32.80544,71.057804,46.14
TEST_003243,jio,5G,Mumbai,54.7,32.54,-82.75,38.27,2026-03-10,30.670536,84.622156,87.34
TEST_003244,jio,5G,Mumbai,91.97,15.97,-60.32,58.74,2026-04-02,33.369427,91.239359,79.66
TEST_003262,vi,4G,Mumbai,13.03,7.53,-82.51,39.21,2026-03-30,10.792436,70.333371,67.87
TEST_003265,vi,4G,Mumbai,21.06,6.17,-89.37,35.85,2026-03-22,25.747685,79.371441,71.41
TEST_003269,jio,5G,Mumbai,102.08,22.74,-90.16,70.11,2026-05-29,33.73124,70.210317,69.06
TEST_003277,airtel,5G,Mumbai,90.52,22.79,-113.3,41.77,2026-03-17,34.255255,92.592033,77.43
TEST_003282,jio,5G,Mumbai,60.65,13.44,-99.66,36.87,2026-05-02,23.943046,84.173053,77.98
TEST_003283,airtel,5G,Mumbai,94.45,24.95,-106.46,35.99,2026-05-10,9.646115,83.308589,88.68
TEST_003289,jio,5G,Mumbai,54.57,14.48,-87.32,59.99,2026-03-28,35.59031,76.766901,61.1
TEST_003293,vi,4G,Mumbai,17.13,5.25,-88.45,35.82,2026-05-13,9.115347,93.060846,70.56
TEST_003302,vi,4G,Mumbai,17.0,3.92,-78.87,37.58,2026-03-01,33.405265,71.206964,70.76
TEST_003319,vi,4G,Mumbai,17.96,5.29,-86.36,40.94,2026-05-20,28.57402,71.572259,64.82
TEST_003332,vi,4G,Mumbai,19.18,9.0,-103.34,85.21,2026-04-16,19.364159,92.774347,36.29
TEST_003342,vi,5G,Mumbai,81.55,15.53,-106.54,36.74,2026-05-16,34.610388,85.295579,81.28
TEST_003355,vi,5G,Mumbai,79.96,16.2,-98.38,38.92,2026-05-19,33.677821,76.577786,81.0
TEST_003369,vi,5G,Mumbai,99.45,18.84,-86.81,71.05,2026-04-13,32.508738,90.969962,67.81
TEST_003372,vi,4G,Mumbai,14.83,6.14,-82.8,111.9,2026-05-20,27.607447,90.828151,35.65
TEST_003405,airtel,5G,Mumbai,78.83,22.13,-78.01,96.13,2026-04-02,23.922955,90.379901,60.18
TEST_003410,jio,4G,Mumbai,12.79,3.75,-85.77,46.3,2026-04-02,12.724364,95.339043,57.9
TEST_003411,jio,5G,Mumbai,54.08,29.83,-60.0,45.89,2026-03-13,11.806747,86.525707,85.52
TEST_003427,airtel,5G,Mumbai,93.73,16.62,-75.24,51.81,2026-03-05,8.645501,74.83939,79.7
TEST_003432,jio,5G,Mumbai,116.54,20.92,-85.94,42.23,2026-04-14,11.083415,82.812454,91.17
TEST_003445,vi,5G,Mumbai,87.5,26.5,-88.61,46.85,2026-03-17,9.71371,72.853438,81.37
TEST_003454,vi,5G,Mumbai,78.53,16.0,-91.1,35.66,2026-03-11,33.835541,85.06555,87.49
TEST_003459,jio,4G,Mumbai,25.3,13.2,-71.79,134.09,2026-04-09,20.81054,73.127125,41.3
TEST_003465,airtel,4G,Mumbai,25.19,6.47,-60.0,36.51,2026-04-10,9.63647,74.394665,81.28
TEST_003487,jio,5G,Mumbai,87.72,32.16,-80.59,72.33,2026-05-05,9.174982,87.512894,71.62
TEST_003498,airtel,5G,Mumbai,48.75,8.7,-85.03,45.23,2026-05-05,24.778169,93.828562,68.94
TEST_003499,airtel,5G,Mumbai,57.05,10.26,-71.24,49.24,2026-03-03,30.524306,68.289083,72.49
TEST_003514,jio,5G,Mumbai,72.63,12.73,-67.06,60.16,2026-05-13,22.964115,91.827761,71.15
TEST_003547,airtel,5G,Mumbai,95.45,20.1,-107.42,35.33,2026-05-03,18.797997,86.217993,87.8
TEST_003568,jio,5G,Mumbai,88.8,13.64,-79.56,44.94,2026-03-18,34.913026,69.094367,81.75
TEST_003614,jio,4G,Mumbai,38.5,6.68,-95.22,57.78,2026-04-15,19.895962,81.394253,53.29
TEST_003636,vi,4G,Mumbai,19.62,2.44,-86.65,36.01,2026-03-14,20.468257,84.158581,70.41
TEST_003654,vi,4G,Mumbai,27.62,5.34,-85.35,64.17,2026-05-05,33.508379,81.20303,50.33
TEST_003661,jio,4G,Mumbai,26.45,8.02,-63.91,41.9,2026-03-18,21.731619,73.99181,74.12
TEST_003665,vi,5G,Mumbai,51.68,13.25,-78.09,36.85,2026-05-13,30.324058,79.714894,83.13
TEST_003688,jio,4G,Mumbai,31.6,8.8,-88.78,42.2,2026-04-09,18.712013,80.085392,66.94
TEST_003691,jio,5G,Mumbai,113.25,15.03,-100.1,40.93,2026-03-31,18.945864,90.472454,85.02
TEST_003693,jio,5G,Mumbai,100.77,28.74,-76.63,75.07,2026-04-29,21.32229,76.763678,73.63
TEST_003694,jio,5G,Mumbai,79.28,23.42,-60.0,44.81,2026-04-01,11.823722,94.748819,89.82
TEST_003715,jio,5G,Mumbai,102.06,17.7,-87.1,53.79,2026-04-09,20.773222,68.661797,76.63
TEST_003722,jio,4G,Mumbai,33.54,2.66,-94.45,58.57,2026-03-22,13.580452,88.351879,50.53
TEST_003726,jio,4G,Mumbai,41.08,7.38,-83.24,40.74,2026-03-16,15.059432,79.373426,72.0
TEST_003727,jio,4G,Mumbai,14.78,11.62,-83.3,56.97,2026-04-19,23.896087,88.758711,54.24
TEST_003736,jio,5G,Mumbai,116.76,20.62,-72.3,56.09,2026-05-25,8.337072,78.164527,84.43
TEST_003743,vi,5G,Mumbai,49.05,13.76,-71.38,76.75,2026-05-04,32.842792,81.912658,57.85
TEST_003749,airtel,5G,Mumbai,72.14,25.91,-94.33,44.79,2026-03-15,32.734347,69.703303,77.71
TEST_003751,jio,4G,Mumbai,22.05,12.12,-80.91,49.59,2026-05-11,14.784483,72.013079,61.87
TEST_003779,airtel,4G,Mumbai,20.66,2.17,-84.04,55.72,2026-03-13,35.802973,73.088855,52.64
TEST_003784,vi,4G,Mumbai,14.31,2.71,-72.32,51.67,2026-03-14,24.650886,83.421246,58.04
TEST_003786,jio,5G,Mumbai,69.31,38.93,-84.48,38.4,2026-04-30,30.772159,74.739652,92.17
TEST_003791,vi,4G,Mumbai,13.85,8.71,-80.92,56.27,2026-03-10,13.768925,80.251386,54.19
TEST_003800,vi,5G,Mumbai,44.63,24.15,-81.29,40.34,2026-04-15,21.034618,95.167857,79.99
TEST_003801,jio,4G,Mumbai,20.77,7.4,-87.86,40.67,2026-05-23,15.193009,92.307544,66.02
TEST_003814,airtel,4G,Mumbai,34.03,5.01,-63.7,44.79,2026-03-06,12.126083,78.312427,71.84
TEST_003823,vi,5G,Mumbai,72.17,20.34,-77.65,57.62,2026-03-21,14.358317,78.733867,71.69
TEST_003896,vi,5G,Mumbai,57.78,15.35,-72.33,86.19,2026-03-16,20.559928,89.460671,57.27
TEST_003897,jio,4G,Mumbai,21.08,11.1,-86.87,53.04,2026-05-24,28.771148,82.925291,56.78
TEST_003900,airtel,4G,Mumbai,26.4,7.38,-72.98,44.08,2026-04-04,13.876745,89.613005,68.6
TEST_003907,airtel,5G,Mumbai,101.07,24.04,-71.54,58.02,2026-05-21,18.701707,84.088271,81.28
TEST_003930,airtel,5G,Mumbai,86.48,27.23,-69.51,77.32,2026-03-17,18.945825,74.114882,71.51
TEST_003940,airtel,5G,Mumbai,58.16,13.57,-85.5,35.44,2026-03-09,21.254681,92.033744,84.27
TEST_003946,jio,5G,Mumbai,92.95,29.84,-79.74,43.41,2026-04-07,29.635904,78.352247,89.99
TEST_003952,jio,4G,Mumbai,26.59,8.58,-88.65,51.24,2026-05-01,22.941655,75.331807,57.77
TEST_003960,jio,5G,Mumbai,102.44,26.01,-69.26,38.44,2026-04-30,33.886079,72.674241,99.88
TEST_003980,vi,5G,Mumbai,72.31,11.05,-67.32,40.46,2026-04-09,25.100887,72.805239,85.92
TEST_003989,airtel,5G,Mumbai,39.86,24.6,-112.4,35.82,2026-05-22,15.590221,74.210232,74.66
TEST_003994,vi,4G,Mumbai,26.14,5.26,-77.92,35.54,2026-05-06,25.937413,92.252723,76.49
TEST_004002,vi,4G,Mumbai,29.9,7.14,-83.49,59.21,2026-03-03,14.723017,71.361313,54.64
TEST_004003,vi,4G,Mumbai,20.74,2.96,-95.43,44.33,2026-04-23,13.449313,93.237938,58.01
TEST_004018,airtel,5G,Mumbai,94.27,23.28,-60.0,47.88,2026-04-29,24.920932,85.498024,90.36
TEST_004021,airtel,4G,Mumbai,14.73,10.68,-75.13,123.36,2026-05-17,22.684176,73.166529,38.2
TEST_004031,vi,5G,Mumbai,64.33,25.29,-79.59,56.98,2026-04-21,12.110235,85.274312,71.47
TEST_004056,vi,5G,Mumbai,80.83,24.21,-76.98,68.83,2026-04-22,16.997877,89.766981,69.77
TEST_004064,airtel,4G,Mumbai,21.02,9.14,-85.1,52.77,2026-05-15,14.883239,91.208489,56.83
TEST_004065,vi,5G,Mumbai,73.81,18.5,-86.96,41.19,2026-04-10,32.998077,71.282431,81.57
TEST_004070,vi,5G,Mumbai,46.16,18.61,-99.35,54.04,2026-05-08,23.133577,72.243449,60.26
TEST_004075,airtel,5G,Mumbai,99.64,22.47,-93.24,53.07,2026-03-06,22.156496,95.018727,76.26
TEST_004092,airtel,4G,Mumbai,18.85,8.44,-76.65,36.51,2026-04-20,14.622113,79.094346,75.03
TEST_004097,vi,5G,Mumbai,95.05,19.29,-84.29,43.35,2026-04-13,12.426229,73.600868,85.17
TEST_004143,airtel,5G,Mumbai,87.21,25.62,-83.64,39.56,2026-04-08,28.443171,68.79176,90.15
TEST_004145,airtel,5G,Mumbai,55.37,27.48,-96.66,60.08,2026-03-22,25.469338,90.292169,62.83
TEST_004148,vi,5G,Mumbai,45.98,15.25,-119.13,46.07,2026-04-30,29.882034,78.271069,58.56
TEST_004150,airtel,4G,Mumbai,24.86,7.66,-84.21,46.07,2026-03-02,31.59755,74.863087,62.74
TEST_004156,vi,5G,Mumbai,73.27,16.39,-68.33,39.05,2026-04-10,8.397769,75.898678,89.43
TEST_004174,jio,5G,Mumbai,81.5,30.9,-73.79,43.06,2026-04-11,17.977202,76.922365,90.16
TEST_004178,jio,4G,Mumbai,25.53,12.63,-76.14,36.32,2026-04-19,22.665697,77.452198,78.48
TEST_004187,vi,5G,Mumbai,69.43,21.13,-96.18,36.1,2026-03-07,23.135606,88.604765,84.98
TEST_004189,vi,5G,Mumbai,57.87,15.82,-87.11,36.17,2026-05-21,9.853979,85.007256,83.4
TEST_004194,vi,5G,Mumbai,100.33,13.61,-94.93,49.26,2026-05-03,25.926155,94.693543,75.44
TEST_004198,jio,4G,Mumbai,17.74,6.64,-82.59,71.46,2026-04-15,33.517732,84.813009,46.43
TEST_004204,vi,4G,Mumbai,11.2,6.72,-93.73,61.86,2026-05-17,16.96,85.958859,45.51
TEST_004209,airtel,5G,Mumbai,101.54,16.96,-73.71,35.22,2026-03-24,31.615883,73.98182,99.42
TEST_004213,airtel,4G,Mumbai,30.04,9.4,-90.01,41.08,2026-03-31,11.738492,88.298116,67.63
TEST_004233,jio,5G,Mumbai,86.32,21.53,-105.66,35.98,2026-03-06,19.780248,77.181302,85.91
TEST_004242,vi,4G,Mumbai,8.45,7.05,-96.29,49.62,2026-03-20,34.213852,95.377753,51.85
TEST_004260,jio,4G,Mumbai,16.59,7.87,-95.78,38.35,2026-03-10,22.381368,70.633213,65.45
TEST_004263,vi,5G,Mumbai,40.0,24.76,-85.73,40.74,2026-05-11,13.695079,81.631895,77.23
TEST_004267,vi,5G,Mumbai,73.78,13.99,-85.24,44.98,2026-05-30,30.936761,71.264102,76.6
TEST_004271,jio,4G,Mumbai,23.02,3.53,-85.34,57.05,2026-03-18,27.041382,95.407754,52.42
TEST_004274,jio,5G,Mumbai,50.38,22.23,-63.06,36.1,2026-04-27,25.199509,77.167139,92.18
TEST_004278,jio,5G,Mumbai,127.4,18.47,-67.84,49.14,2026-04-01,21.709255,71.590739,92.36
TEST_004298,airtel,4G,Mumbai,21.73,4.61,-93.19,54.88,2026-03-19,32.184296,91.015108,51.24
TEST_004310,jio,4G,Mumbai,30.24,1.39,-81.98,36.74,2026-03-27,15.168727,76.588924,72.91
TEST_004317,vi,5G,Mumbai,16.42,8.5,-78.91,55.36,2026-04-01,20.243431,80.706878,55.93
TEST_004338,jio,5G,Mumbai,98.62,24.38,-84.61,51.17,2026-05-08,25.179248,90.806511,80.95
TEST_004352,jio,4G,Mumbai,26.57,6.48,-78.07,60.48,2026-03-29,14.485467,95.217759,54.78
TEST_004359,jio,5G,Mumbai,79.55,18.96,-88.12,69.53,2026-04-23,33.923229,79.317554,63.59
TEST_004368,jio,4G,Mumbai,31.45,5.37,-74.73,38.68,2026-04-07,10.576438,71.71056,74.45
TEST_004376,airtel,5G,Mumbai,43.43,30.53,-73.58,37.14,2026-05-24,13.195291,69.860021,88.66
TEST_004414,vi,5G,Mumbai,35.68,13.47,-80.07,36.99,2026-04-15,33.028167,82.555013,78.79
TEST_004424,jio,5G,Mumbai,62.41,11.83,-108.61,45.51,2026-03-11,20.722338,71.528533,64.99
TEST_004432,jio,5G,Mumbai,139.59,25.11,-84.41,38.18,2026-04-20,13.146988,92.688897,103.12
TEST_004437,airtel,4G,Mumbai,32.09,7.34,-72.54,41.03,2026-03-17,30.943388,89.042679,73.22
TEST_004442,jio,4G,Mumbai,28.9,6.36,-83.46,47.04,2026-05-22,8.607009,87.844529,62.56
TEST_004457,airtel,5G,Mumbai,74.22,27.93,-88.49,54.57,2026-05-20,19.972184,77.38839,73.16
TEST_004462,vi,4G,Mumbai,19.6,6.17,-80.34,40.75,2026-04-28,31.244987,89.641456,67.73
TEST_004469,airtel,5G,Mumbai,90.68,18.39,-87.01,61.59,2026-03-21,27.609222,79.001742,69.82
TEST_004484,airtel,5G,Mumbai,79.18,26.2,-81.91,37.15,2026-05-03,28.245108,80.98195,92.27
TEST_004489,vi,5G,Mumbai,59.2,26.6,-94.77,72.03,2026-04-10,9.792876,93.83081,58.64
TEST_004501,jio,4G,Mumbai,39.55,11.65,-87.24,35.94,2026-04-12,16.169658,71.072284,78.1
TEST_004511,jio,5G,Mumbai,98.45,21.09,-68.22,45.57,2026-05-24,10.875809,93.128816,89.79
TEST_004527,jio,5G,Mumbai,134.46,18.69,-90.33,38.73,2026-03-17,32.494059,78.377267,96.97
TEST_004533,airtel,4G,Mumbai,5.88,6.71,-69.63,40.26,2026-03-19,10.049134,91.163849,69.01
TEST_004535,airtel,5G,Mumbai,55.81,18.0,-84.53,35.44,2026-05-28,26.542024,95.592757,85.67
TEST_004540,vi,5G,Mumbai,35.97,17.33,-65.37,44.48,2026-03-20,12.521353,91.075362,76.49
TEST_004558,vi,4G,Mumbai,11.47,6.54,-81.92,53.02,2026-03-03,23.290922,86.593983,54.64
TEST_004564,vi,4G,Mumbai,27.3,8.68,-79.58,71.99,2026-05-07,30.981151,84.48204,50.11
TEST_004600,jio,5G,Mumbai,121.12,31.38,-78.56,45.0,2026-05-20,9.01161,75.706637,95.66
TEST_004628,airtel,5G,Mumbai,93.81,28.57,-79.47,39.95,2026-03-03,26.422141,94.8638,93.62
TEST_004647,jio,5G,Mumbai,91.17,25.39,-92.36,39.02,2026-03-10,20.203145,81.834011,88.71
TEST_004648,airtel,5G,Mumbai,51.57,16.64,-76.38,36.22,2026-03-05,27.943754,88.1909,85.8
TEST_004652,airtel,5G,Mumbai,109.85,31.81,-108.4,46.38,2026-03-12,26.411979,86.205961,82.09
TEST_004653,jio,5G,Mumbai,84.91,22.04,-84.84,39.98,2026-05-17,30.845484,79.22066,87.44
TEST_004674,jio,4G,Mumbai,34.15,9.73,-81.01,77.49,2026-04-04,8.238247,89.864391,49.62
TEST_004686,jio,4G,Mumbai,35.67,9.17,-83.58,47.43,2026-04-15,11.623243,75.195417,64.71
TEST_004714,jio,4G,Mumbai,9.84,9.31,-74.7,41.38,2026-04-27,27.502653,89.634948,67.86
TEST_004726,jio,4G,Mumbai,30.94,10.39,-93.37,39.62,2026-05-22,31.052349,81.98855,68.78
TEST_004744,vi,4G,Mumbai,19.97,4.2,-100.04,40.93,2026-05-29,11.013112,81.536745,60.32
TEST_004768,airtel,5G,Mumbai,85.3,29.69,-89.67,46.6,2026-05-26,12.974891,88.851036,81.9
TEST_004772,vi,5G,Mumbai,81.79,15.98,-80.56,35.05,2026-04-16,30.734191,72.92038,92.64
TEST_004775,vi,5G,Mumbai,61.79,27.35,-83.59,36.49,2026-03-21,35.274274,91.871813,89.17
TEST_004785,airtel,4G,Mumbai,24.93,1.71,-81.27,74.86,2026-03-11,31.695821,85.394313,45.45
TEST_004801,jio,4G,Mumbai,35.16,5.37,-90.75,38.43,2026-04-26,23.379602,78.56643,70.25
TEST_004805,jio,5G,Mumbai,75.74,22.94,-79.49,42.49,2026-03-28,15.104424,87.040079,84.69
TEST_004809,airtel,4G,Mumbai,29.39,7.05,-70.76,44.83,2026-03-16,32.805447,76.440688,69.16
TEST_004812,vi,5G,Mumbai,74.69,19.37,-80.01,57.19,2026-05-03,15.419051,81.882267,71.37
TEST_004817,airtel,4G,Mumbai,17.4,10.53,-88.61,37.57,2026-03-03,34.832332,81.440517,70.01
TEST_004825,jio,5G,Mumbai,62.02,19.83,-93.38,76.09,2026-04-29,8.809288,95.987113,55.83
TEST_004834,vi,5G,Mumbai,78.96,18.8,-93.43,47.43,2026-03-18,18.328083,77.606617,74.57
TEST_004838,airtel,5G,Mumbai,78.95,27.78,-86.1,79.51,2026-05-01,27.051455,85.447969,63.81
TEST_004852,vi,5G,Mumbai,76.26,7.14,-105.78,36.5,2026-05-30,32.813396,90.222288,77.65
TEST_004883,vi,4G,Mumbai,23.02,5.97,-112.79,38.56,2026-05-20,34.536304,79.184142,60.25
TEST_004893,airtel,4G,Mumbai,13.43,6.31,-72.5,71.79,2026-03-18,31.613685,68.644843,48.59
TEST_004922,jio,5G,Mumbai,82.91,39.53,-76.23,68.35,2026-05-13,21.3112,85.900439,76.24
TEST_004948,airtel,4G,Mumbai,13.47,4.86,-73.1,42.13,2026-04-16,17.132022,88.307957,66.77
TEST_004971,jio,5G,Mumbai,64.39,24.59,-85.3,57.81,2026-04-14,25.241691,68.874714,68.84
TEST_004972,jio,5G,Mumbai,84.13,24.38,-107.51,39.97,2026-03-05,34.323282,80.880334,80.57
TEST_004985,vi,4G,Mumbai,12.26,3.68,-89.63,84.28,2026-04-28,26.859244,74.393165,37.64
TEST_004987,vi,4G,Mumbai,11.13,4.78,-85.59,72.61,2026-04-13,13.081293,95.766553,42.85
TEST_005002,jio,4G,Mumbai,22.09,5.89,-84.95,86.36,2026-03-24,20.401645,83.167674,41.64
TEST_005016,jio,4G,Mumbai,22.54,7.89,-81.75,41.46,2026-04-17,23.642291,70.795549,67.74
TEST_005050,vi,5G,Mumbai,32.4,8.6,-76.95,41.37,2026-05-27,18.646316,92.031602,71.89
TEST_005062,airtel,5G,Mumbai,110.68,28.97,-88.89,50.05,2026-05-30,14.343842,93.679647,84.72
TEST_005072,jio,4G,Mumbai,40.64,2.51,-75.59,50.44,2026-03-22,11.425612,92.855986,63.65
TEST_005080,jio,5G,Mumbai,60.2,41.0,-83.63,39.96,2026-03-11,27.644347,73.006328,89.24
TEST_005091,airtel,4G,Mumbai,23.11,9.0,-89.4,76.9,2026-03-12,32.204001,77.396044,44.29
TEST_005102,airtel,5G,Mumbai,81.54,17.71,-73.75,42.72,2026-04-28,16.47571,92.057919,85.75
TEST_005111,jio,4G,Mumbai,23.26,5.51,-72.03,35.69,2026-03-29,15.565898,82.950347,77.68
TEST_005112,vi,5G,Mumbai,82.08,19.12,-64.05,69.54,2026-03-17,16.204322,84.273106,72.23
TEST_005129,airtel,5G,Mumbai,77.19,22.0,-119.39,52.93,2026-04-28,19.384219,92.210628,62.47
TEST_005140,jio,4G,Mumbai,17.3,7.67,-104.81,42.28,2026-04-24,16.686332,91.663748,57.91
TEST_005143,airtel,4G,Mumbai,20.24,8.44,-86.81,35.63,2026-04-21,9.349537,74.959067,73.23
TEST_005149,airtel,4G,Mumbai,26.93,8.17,-94.68,53.45,2026-05-15,10.551727,74.985054,54.13
TEST_005156,airtel,5G,Mumbai,108.66,20.06,-97.66,39.34,2026-03-10,16.754504,76.09653,88.51
TEST_005157,airtel,5G,Mumbai,65.67,26.62,-95.34,44.53,2026-05-04,30.642919,86.694049,76.44
TEST_005168,airtel,4G,Mumbai,15.82,5.3,-81.16,35.02,2026-05-02,12.384604,68.049773,73.92
TEST_005171,vi,4G,Mumbai,13.86,5.94,-96.71,50.09,2026-03-07,29.522103,84.902492,52.15
TEST_005177,airtel,5G,Mumbai,89.19,29.66,-93.37,36.69,2026-04-21,13.80239,76.502766,92.57
TEST_005184,jio,4G,Mumbai,24.78,8.8,-84.49,40.55,2026-04-03,26.614018,71.87788,68.68
TEST_005190,jio,4G,Mumbai,36.4,9.75,-82.27,44.07,2026-05-14,10.225101,74.255246,68.6
TEST_005199,airtel,4G,Mumbai,22.03,5.4,-99.37,35.67,2026-05-06,31.823537,72.64805,68.28
TEST_005225,airtel,5G,Mumbai,68.55,22.58,-77.32,51.52,2026-03-04,14.229555,92.01984,75.77
TEST_005230,airtel,4G,Mumbai,33.42,5.27,-96.09,54.04,2026-03-29,12.699231,89.254171,53.66
TEST_005238,vi,4G,Mumbai,20.98,7.02,-120.0,47.99,2026-04-21,30.627461,68.709889,48.05
TEST_005239,airtel,5G,Mumbai,60.46,22.92,-103.1,35.17,2026-03-01,29.09782,80.446442,82.71
TEST_005243,jio,5G,Mumbai,33.36,23.97,-81.2,59.91,2026-05-18,8.661529,93.813582,61.9
TEST_005249,airtel,4G,Mumbai,19.75,3.76,-82.21,38.87,2026-04-19,25.542217,95.438508,68.52
TEST_005271,jio,4G,Mumbai,17.46,6.4,-93.49,40.46,2026-05-23,29.385882,82.863962,63.29
TEST_005282,jio,4G,Mumbai,41.6,8.49,-83.21,53.42,2026-03-29,29.883466,86.659904,61.36
TEST_005290,airtel,5G,Mumbai,93.39,11.32,-109.85,42.03,2026-03-04,24.939994,82.552643,74.78
TEST_005311,jio,5G,Mumbai,121.14,41.89,-81.12,52.58,2026-03-03,23.411569,71.856349,92.47
